RealtimeClockDateandTime,Voltage,SystemPowerFactor,ActivePower_kW,Frequency,BlockEnergykWh,Anomaly
2025-01-01 00:00:00,234.96714153011231,0.8823080303766797,8.411238075568932,49.794919138602665,0.32298393813868304,0
2025-01-01 00:15:00,228.61735698828815,0.9171506286266542,0.42599030128005033,49.520235346631,0.1219106433443143,0
2025-01-01 00:30:00,236.47688538100692,0.6032752966408723,6.828113507004032,49.82369014477236,0.20208400818122627,0
2025-01-01 00:45:00,245.23029856408024,0.5622816145088263,7.72834454079725,50.006363246132544,0.2991717059497444,0
2025-01-01 01:00:00,227.65846625276663,0.7288892629132755,8.012882589383356,49.44105680318749,0.0436583714721955,0
2025-01-01 01:15:00,227.6586304305082,0.3405821122405391,5.1537948489637335,50.3200423913939,0.17098214639008938,0
2025-01-01 01:30:00,245.79212815507393,0.783926212397318,6.1321555616225725,49.57603480581433,0.09527600537685765,0
2025-01-01 01:45:00,237.6743472915291,0.8476013237640727,3.565771311507061,49.2709856918021,0.14818740534793653,0
2025-01-01 02:00:00,170.0,0.33004559873661343,-0.7449436727589225,52.0,0.0,1
2025-01-01 02:15:00,235.42560043585965,0.42223109500517747,4.671568347445982,49.75985072633147,0.23904537935465206,0
2025-01-01 02:30:00,225.36582307187538,0.32017286259860445,4.556562457520511,50.273958345023296,0.12744121136340542,0
2025-01-01 02:45:00,225.34270246429742,0.74607191964097,7.269313218250012,50.82002281424859,0.028930376462084413,0
2025-01-01 03:00:00,232.41962271566035,0.48829538464443684,5.429898870996973,49.880010597422014,0.11356622834169866,0
2025-01-01 03:15:00,210.86719755342202,0.624722710984899,8.38634458758539,50.16625866577401,0.10740996306489899,0
2025-01-01 03:30:00,212.75082167486968,0.5704488651602715,5.495951811554296,49.96471495918096,0.08039395856854466,0
2025-01-01 03:45:00,224.37712470759027,0.4224193571632238,9.382625165538354,48.9348525415978,0.019567591099968824,0
2025-01-01 04:00:00,219.87168879665577,0.6558580679224928,7.454420052913533,50.188842388045884,0.07362175588291706,0
2025-01-01 04:15:00,233.14247332595275,0.6217154659185165,4.826398806735062,49.989129440705646,0.10120769636503646,0
2025-01-01 04:30:00,220.91975924478788,0.7369033360088826,5.349194635534887,49.2116802177699,0.08011890390032192,0
2025-01-01 04:45:00,215.87696298664707,0.4763194961708507,3.3200267510694306,50.84501772418998,0.0405992571276626,0
